1694472876.000000, 1694472876.000000, 1694472876.000000
32.000000, 32.000000, 32.000000
-28,5,58
-28,5,58
-28,5,57
-29,5,58
-28,4,58
-29,5,57
-28,5,58
-28,5,58
-28,5,58
-29,4,58
-28,5,58
-28,5,58
-29,4,57
-28,4,58
-28,5,58
-29,4,57
-29,4,57
-28,4,58
-28,5,58
-28,5,57
-28,5,58
-28,5,58
-28,5,58
-28,5,57
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,57
-28,5,58
-28,5,57
-28,4,57
-28,5,57
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,57
-28,5,58
-28,4,57
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,57
-28,5,58
-28,5,58
-28,4,58
-28,4,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,4,58
-28,5,57
-28,4,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,4,58
-28,4,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,59
-32,2,54
-34,5,52
-25,6,62
-26,5,60
-28,4,57
-29,3,56
-27,5,59
-26,5,58
-28,5,58
-29,4,57
-27,5,59
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-27,4,58
-28,4,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-27,5,58
-28,4,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-27,5,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-28,5,58
-28,4,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,4,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,4,60
-30,8,53
-20,3,61
-34,4,59
-27,3,56
-29,6,57
-27,3,58
-28,6,59
-27,4,58
-28,6,57
-28,4,58
-27,5,58
-28,4,58
-27,5,59
-24,8,60
-30,2,56
-25,5,57
-30,4,57
-27,6,59
-28,5,58
-27,5,59
-28,4,58
-28,5,58
-27,5,58
-28,5,57
-27,5,58
-28,4,58
-28,4,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-32,4,54
-24,5,59
-26,5,60
-27,4,58
-29,4,56
-26,5,59
-26,5,59
-28,5,57
-27,5,58
-27,5,59
-27,4,58
-27,4,58
-27,5,58
-27,5,59
-27,4,57
-27,5,58
-27,5,58
-27,5,59
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-29,5,57
-28,5,58
-27,5,58
-27,4,58
-28,4,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,59
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-28,5,58
-27,5,58
-27,5,58
-28,5,57
-27,5,58
-28,5,58
-28,5,57
-29,4,57
-27,5,59
-27,5,59
-28,5,57
-28,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
-27,5,58
