1694472876.000000, IBI
14.078125,0.703125
14.812500,0.734375
15.531250,0.718750
16.218750,0.687500
16.875000,0.656250
17.531250,0.656250
18.234375,0.703125
18.859375,0.625000
19.531250,0.671875
20.203125,0.671875
20.859375,0.656250
21.546875,0.687500
22.250000,0.703125
22.937500,0.687500
23.609375,0.671875
24.328125,0.718750
25.000000,0.671875
25.687500,0.687500
26.375000,0.687500
27.062500,0.687500
27.703125,0.640625
28.359375,0.656250
28.968750,0.609375
29.609375,0.640625
30.218750,0.609375
30.859375,0.640625
31.437500,0.578125
32.031250,0.593750
32.640625,0.609375
33.265625,0.625000
33.906250,0.640625
34.546875,0.640625
35.218750,0.671875
44.968750,0.671875
45.609375,0.640625
46.125000,0.515625
46.609375,0.484375
51.968750,0.750000
58.250000,0.671875
58.968750,0.718750
59.671875,0.703125
60.375000,0.703125
61.093750,0.718750
65.281250,0.687500
65.968750,0.687500
66.671875,0.703125
67.375000,0.703125
74.187500,0.703125
82.015625,0.734375
82.703125,0.687500
83.390625,0.687500
84.093750,0.703125
84.796875,0.703125
85.500000,0.703125
86.218750,0.718750
86.953125,0.734375
87.671875,0.718750
88.390625,0.718750
89.109375,0.718750
89.828125,0.718750
90.500000,0.671875
91.203125,0.703125
91.921875,0.718750
92.625000,0.703125
93.328125,0.703125
94.046875,0.718750
94.734375,0.687500
95.437500,0.703125
96.156250,0.718750
96.843750,0.687500
97.562500,0.718750
98.281250,0.718750
99.000000,0.718750
99.687500,0.687500
100.421875,0.734375
105.984375,0.687500
106.656250,0.671875
107.296875,0.640625
107.937500,0.640625
108.593750,0.656250
109.265625,0.671875
109.921875,0.656250
110.578125,0.656250
111.296875,0.718750
111.984375,0.687500
112.671875,0.687500
113.390625,0.718750
114.125000,0.734375
114.828125,0.703125
115.562500,0.734375
