1694473107.000000, IBI
24.703125,0.765625
30.828125,0.765625
31.578125,0.750000
32.343750,0.765625
33.156250,0.812500
33.984375,0.828125
34.812500,0.828125
35.625000,0.812500
36.453125,0.828125
37.234375,0.781250
37.968750,0.734375
38.703125,0.734375
39.453125,0.750000
40.187500,0.734375
40.937500,0.750000
44.890625,0.578125
45.500000,0.609375
46.109375,0.609375
46.687500,0.578125
47.312500,0.625000
47.937500,0.625000
48.609375,0.671875
49.312500,0.703125
50.046875,0.734375
50.734375,0.687500
51.468750,0.734375
52.218750,0.750000
52.968750,0.750000
53.656250,0.687500
54.343750,0.687500
55.031250,0.687500
55.640625,0.609375
56.234375,0.593750
56.843750,0.609375
57.484375,0.640625
58.171875,0.687500
58.781250,0.609375
59.453125,0.671875
60.156250,0.703125
60.828125,0.671875
61.484375,0.656250
62.171875,0.687500
66.484375,0.609375
67.093750,0.609375
67.718750,0.625000
68.312500,0.593750
68.906250,0.593750
69.500000,0.593750
70.078125,0.578125
76.625000,0.625000
77.296875,0.671875
77.890625,0.593750
78.468750,0.578125
79.078125,0.609375
79.734375,0.656250
80.406250,0.671875
81.171875,0.765625
81.906250,0.734375
82.609375,0.703125
83.359375,0.750000
84.140625,0.781250
84.906250,0.765625
85.656250,0.750000
86.453125,0.796875
87.250000,0.796875
88.015625,0.765625
88.781250,0.765625
89.515625,0.734375
90.250000,0.734375
90.953125,0.703125
91.593750,0.640625
92.250000,0.656250
97.125000,0.578125
97.687500,0.562500
98.281250,0.593750
98.890625,0.609375
99.531250,0.640625
100.234375,0.703125
100.937500,0.703125
101.640625,0.703125
102.359375,0.718750
103.031250,0.671875
108.093750,0.765625
108.781250,0.687500
109.500000,0.718750
110.218750,0.718750
110.953125,0.734375
111.656250,0.703125
112.390625,0.734375
113.140625,0.750000
