1694473370.000000, 1694473370.000000, 1694473370.000000
32.000000, 32.000000, 32.000000
-35,16,55
-31,16,56
-35,19,47
-37,20,43
-48,19,31
-59,12,22
-50,12,25
-48,6,23
-67,3,14
-72,1,9
-66,5,6
-61,6,15
-56,5,25
-63,10,17
-64,11,17
-64,14,15
-64,13,9
-66,9,11
-64,6,12
-65,3,9
-67,5,11
-67,6,14
-63,7,14
-65,8,19
-60,7,22
-59,11,22
-61,11,16
-61,12,15
-60,11,12
-61,8,9
-65,6,12
-65,5,18
-64,4,18
-60,6,17
-63,7,16
-65,9,12
-63,7,11
-61,6,14
-63,6,17
-64,6,16
-63,7,13
-65,7,13
-66,7,14
-58,7,21
-58,6,24
-59,5,24
-58,5,24
-60,5,24
-55,12,29
-56,13,31
-57,13,29
-58,10,27
-57,9,26
-57,8,29
-56,8,31
-57,8,30
-59,9,30
-59,8,30
-59,8,29
-58,8,29
-57,9,29
-55,9,31
-55,10,32
-55,9,31
-57,9,31
-57,9,31
-56,9,31
-56,9,31
-56,9,30
-56,10,31
-56,9,31
-57,9,31
-57,9,31
-56,9,32
-56,9,31
-56,10,31
-56,9,31
-55,10,32
-55,9,32
-56,10,32
-55,10,32
-56,9,33
-56,9,32
-56,9,32
-56,10,32
-56,9,32
-56,10,31
-56,9,33
-55,9,34
-56,9,32
-56,9,32
-56,9,32
-55,10,32
-55,9,32
-56,9,33
-55,9,32
-56,9,31
-56,9,32
-56,9,32
-56,9,33
-55,10,32
-55,9,32
-56,9,32
-56,9,32
-56,10,32
-56,9,32
-55,9,32
-56,9,32
-56,9,32
-55,9,31
-55,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-55,9,32
-55,10,32
-56,9,33
-56,9,32
-56,9,32
-55,9,32
-54,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-55,9,32
-55,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-56,9,32
-55,9,32
-55,9,32
-56,9,32
-56,9,33
-55,9,33
-56,9,32
-56,9,32
-55,9,32
-56,9,32
-56,9,33
-56,9,32
-56,9,32
-56,9,33
-56,9,32
-56,9,32
-55,9,32
-56,9,32
-56,9,33
-55,9,32
-55,9,32
-56,9,32
-55,9,32
-55,9,32
-56,9,32
-56,9,32
-55,9,32
-56,9,32
-56,9,32
-55,9,33
-56,9,32
-56,9,32
-55,9,33
-55,9,33
-56,9,32
-56,9,32
-55,9,32
-56,9,32
-56,9,32
-55,9,33
-56,9,33
-56,9,32
-55,9,32
-55,9,32
-55,9,33
-56,9,32
-56,9,32
-55,9,33
-55,9,33
-55,9,32
-55,9,33
-55,9,32
-55,9,32
-56,9,32
-56,9,33
-56,9,32
-56,9,32
-56,10,32
-56,9,33
-57,8,35
-60,7,35
-63,9,28
-60,9,40
-59,6,44
-62,7,43
-66,6,35
-64,11,28
-67,15,15
-57,18,14
-42,27,18
-36,33,26
-55,35,33
-30,23,56
-21,39,58
-20,45,56
-21,53,42
-22,56,38
-17,54,39
-17,55,35
-7,44,43
-12,64,49
-6,44,40
-9,47,32
-16,42,33
-9,39,36
-6,39,37
-9,82,31
-21,34,42
-11,45,34
-10,46,36
-20,50,34
-21,51,42
-21,50,42
-25,51,32
-25,51,34
-23,50,32
-22,48,40
-22,47,44
-22,47,42
-21,49,35
-19,50,33
-17,51,33
-20,50,34
-25,49,35
-25,49,35
-25,48,35
-22,49,36
-21,49,36
-25,50,34
-22,49,37
-21,48,38
-21,50,34
-15,51,36
-7,48,42
-18,42,38
-9,40,43
-7,25,47
-27,19,29
-22,23,22
-34,30,22
-55,43,18
-63,32,50
-65,27,36
-65,30,28
-60,23,34
-55,21,40
-51,24,39
-62,25,24
-66,21,25
-58,18,31
-55,15,32
-57,11,29
-59,11,23
-64,13,20
-62,11,24
-63,11,24
-61,11,21
-62,9,22
-64,8,25
-62,9,21
-58,9,23
-61,9,20
-63,9,18
-64,7,20
-63,8,22
-60,8,24
-59,7,24
-60,9,22
-62,8,21
-62,8,23
-59,8,23
-58,7,24
-59,6,26
-63,7,25
-58,8,23
-59,8,26
-53,7,33
-57,6,32
-52,5,35
-60,6,34
-59,9,26
-61,8,24
-61,9,20
-59,10,23
-59,9,25
-60,8,26
-60,8,26
-58,9,27
-59,9,24
-58,9,25
-59,9,25
-59,8,25
-60,8,26
-58,8,27
-57,8,27
-59,9,25
-58,8,27
-58,8,27
-59,9,25
-60,9,25
-59,8,26
-58,8,27
-59,9,27
-59,8,25
-58,8,26
-58,8,28
-59,8,26
-59,8,26
-58,8,28
-59,8,27
-58,8,27
-58,8,27
-58,9,27
-59,9,25
-59,9,26
-59,9,27
-59,8,27
-58,8,28
-59,9,27
-58,9,26
-58,9,25
-58,9,26
-59,9,26
-58,9,26
-59,9,27
-59,9,27
-58,9,27
-58,9,26
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,28
-58,9,27
-58,9,27
-58,9,27
-59,9,27
-58,9,27
-58,9,27
-59,10,27
-58,9,27
-58,9,27
-58,9,27
-59,9,27
-58,9,27
-58,9,27
-58,9,27
-59,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,28
-58,9,27
-58,9,27
-58,9,27
-58,9,28
-58,9,27
-58,9,27
-58,9,27
-59,9,28
-58,8,28
-59,9,27
-59,9,27
-57,9,27
-58,9,27
-59,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-59,9,28
-58,9,28
-58,9,27
-58,9,27
-58,9,28
-58,9,28
-58,9,27
-58,9,28
-58,9,28
-58,9,27
-58,9,27
-58,9,27
-58,9,28
-58,9,28
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,27
-58,9,28
-58,9,28
-58,9,27
-58,9,28
-58,9,27
-58,9,27
-58,9,28
-58,9,27
-58,9,28
-58,9,28
-58,9,28
-58,9,27
-58,9,27
-58,9,28
-58,9,28
-58,9,27
-58,9,28
-57,9,28
-58,9,28
-58,9,27
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-57,9,28
-58,9,28
-58,9,28
-58,9,28
-57,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,27
-58,9,28
-57,9,28
-58,9,28
-58,9,28
-58,9,28
-57,9,28
-58,9,28
-58,9,27
-58,9,28
-58,9,28
-58,9,27
-58,9,27
-57,9,28
-59,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-58,9,28
-59,9,27
-58,9,28
-57,9,29
-58,9,29
-58,9,28
-58,9,28
-58,9,28
-57,9,29
-58,9,28
-58,9,28
-57,9,28
-57,9,28
-58,9,29
-57,9,28
-58,9,28
-58,9,28
-58,8,29
-57,9,28
-57,9,28
-57,9,29
-58,9,28
-58,9,28
-57,9,28
-57,9,28
-58,9,28
-58,9,28
-57,9,29
-58,9,28
-58,9,28
-57,9,29
-58,9,29
-58,9,28
-58,9,28
-57,9,29
-58,9,29
-58,9,28
-58,9,29
-58,9,29
-57,9,28
-58,9,28
-58,9,28
-57,9,29
-57,9,29
-58,9,28
-58,9,28
-58,9,29
-57,9,29
-58,9,28
-58,9,28
-57,9,29
-57,9,29
-58,9,28
-58,9,28
-58,9,29
-58,9,28
-57,9,28
-57,9,28
-57,9,28
-58,9,29
-57,9,28
-58,9,28
-58,9,28
-57,8,29
-57,9,29
-58,9,28
-58,8,28
-58,9,29
-57,9,29
-57,9,28
-58,9,28
-58,9,28
-58,9,28
-57,9,28
-57,9,28
-58,9,28
-57,9,28
-58,9,28
-58,9,29
-57,9,29
-57,9,29
-58,9,28
-57,9,28
-58,9,29
-57,9,29
-58,9,28
-58,9,29
-58,9,29
-57,9,28
-57,9,28
-58,9,28
-57,9,29
-57,9,29
-58,9,28
-57,9,28
-58,8,30
-58,9,28
-57,9,28
-57,9,30
-57,8,30
-58,8,30
-56,8,29
-57,9,30
-57,8,31
-58,8,28
-57,9,27
-56,9,30
-57,9,31
-57,9,27
-59,9,29
-57,8,29
-56,9,29
-58,10,28
-57,9,29
-57,9,28
-58,9,28
-58,9,29
-58,9,28
-57,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,28
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,28
-57,9,29
-58,9,30
-57,9,29
-58,9,28
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,28
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,28
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,28
-57,9,29
-58,8,29
-57,8,30
-56,8,29
-57,9,30
-58,9,30
-57,8,29
-56,9,28
-58,8,32
-58,8,30
-58,9,29
-57,9,29
-56,9,29
-57,9,30
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,30
-57,9,29
-57,9,29
-57,9,29
-57,9,30
-57,9,29
-57,9,29
-57,9,29
-57,9,30
-57,9,29
-57,9,29
-57,9,29
-58,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
-57,9,29
